GrLivArea,SalePrice
1500,1375
1890,1599
1150,5100
2430,15264
2110,7208
2950,12196
1650,2958
2110,11319
2010,19000
3030,29163
1270,8400
1610,8613
1140,4200
2110,4118
1840,8086
1560,5223
1840,7412
1830,7345
2120,7420
1600,10280
1450,8891
1880,12821
1270,8100
1720,6417
2400,7351
1150,8145
870,11100
2000,37045
2420,38781
1080,6000
3420,30410
1870,7471
2500,206474
2150,8221
1470,2500
2130,4180
1000,19204
2390,7149
860,2599
1960,12476
2000,6107
1620,9450
2890,8122
1300,12731
1080,3500
2170,8518
2260,10153
1580,8820
2620,4469
1540,1860
4570,74487
3440,7661
1740,8750
2160,4333
1480,6978
2260,280962
3910,59863
1700,20283
4470,35124
1800,6000
1630,1677
1030,9834
720,5100
1890,43560
1840,5550
2540,8400
3520,3944
3220,7875
1820,5000
1230,9600
1340,8505
1200,13100
1390,18200
1730,3884
1580,39189
3520,4895
2650,30500
1310,12750
2300,7989
1780,7280
1980,2850
1300,1676
3500,10155
1830,8004
1520,1245
2700,37011
2810,18731
1660,6263
1310,6738
2960,6000
2242,4995
2540,4775
1420,1192
1270,2356
1300,907
3190,7081
2910,5027
1630,3817
2300,8214
3310,5300
940,1768
1020,1350
1520,6380
2330,5000
1010,9600
1070,8000
3170,12750
3030,3841
2270,100545
2341,9594
2130,6150
2300,35722
1660,11783
2610,8760
2150,7007
2410,64073
1580,3680
1740,30886
1270,5000
2550,6000
1860,15559
2700,27072
1460,8710
1330,13102
2070,4132
1360,10726
2650,18295
3580,35261
2034,13392
1230,11413
2450,55387
2840,8346
3820,53574
2740,5925
2090,5289
6390,13180
2470,5080
1720,4080
3090,9571
2320,3825
1740,7700
2950,4502
4810,28008
1500,5412
1810,100188
1100,4128
1490,7435
1200,1259
1890,8505
2200,9840
2510,7992
1420,1309
2000,9900
1460,9052
3220,22588
1310,8454
690,5280
1150,10466
1480,7284
1850,6000
1930,4500
750,5120
1430,2003
1840,11440
1300,14350
1050,7577
2210,9371
3220,15600
4620,20793
1760,6204
850,6906
4690,14930
3920,37122
2140,3821
1180,9265
2360,11375
3060,9950
1670,7881
1820,5756
1970,9607
930,747
2300,5611
2590,18980
1450,8450
1540,5120
2730,22572
880,18205
3190,8195
1330,7600
1500,7200
740,7680
2560,5606
2540,4750
3200,203425
3330,4000
900,5220
1600,6180
970,5500
1130,2640
650,5400
2400,5000
2280,6031
3550,13900
2050,2772
830,1119
2440,4850
1600,1936
3190,31450
2550,4000
2180,7508
1410,9600
1410,5760
2340,8548
1320,9000
3990,13470
1270,7566
4380,47044
4250,8570
1860,8060
3770,37034
1530,8890
3570,8250
1740,5719
1670,8364
1570,9415
1590,1845
2980,5377
2690,4736
900,2910
1440,3700
3000,10392
1640,18144
3100,10200
4000,15253
2020,48693
1840,5000
2100,9984
2460,11250
2610,7510
1460,6377
1050,8498
1790,8144
2180,3375
2050,9583
2790,19439
1700,3333
2380,6832
2000,4211
1670,4008
1190,4750
3040,28535
780,3475
2330,11740
2840,4000
2490,5170
770,4840
1850,16960
1090,3264
1780,5336
930,29258
2770,5686
1250,6180
1830,6136
870,5400
1150,8450
4500,9648
1150,4800
2000,3672
1900,8240
1640,10695
2680,4775
2420,7307
1790,7650
3920,12415
1640,8400
890,8400
1910,16532
2140,7910
2030,17100
4225,284011
2680,9162
2030,3974
5850,22885
2060,8398
1060,3036
1010,8184
3310,127631
2000,10051
3070,8086
1270,1406
3110,49765
2110,18815
1400,11400
2310,5650
2700,16570
2370,15512
2760,6000
1610,6300
1230,8250
1900,11165
1580,8184
1940,2885
1620,6000
1940,5458
1230,8750
3160,5000
2700,21208
1880,6200
890,8100
1720,3676
1620,7686
1380,4390
1870,9000
1970,22144
1110,8593
1190,6833
1150,11802
2890,6825
1500,13430
1950,2617
1250,7700
2070,5415
4660,17398
1350,1493
1800,2790
1481,2820
1730,3600
2720,4613
2320,2267
1860,3730
2025,7760
1400,1312
2620,5477
2450,2691
1590,1102
2085,174240
3450,7832
1780,16290
3060,7140
1700,11475
1330,5926
3060,5000
1220,6000
1600,9289
1530,17664
1980,13964
1730,8490
1170,6700
1950,10766
1470,20000
1400,8840
4040,50479
3110,5000
1490,4400
1770,5750
3320,19850
950,5316
2430,5499
2660,10800
2670,11877
2720,7598
3200,22651
2480,37843
1780,10395
1590,11276
1550,34175
2850,14800
2600,5875
1230,7410
2080,16117
3600,6875
2110,8751
2550,19017
1650,6684
1370,1221
1010,7200
2330,26571
620,2475
2450,12497
2530,7350
2220,4652
2110,265716
3690,49709
1940,10200
2070,7350
2160,7826
2600,9900
2880,4000
2260,7200
3640,6930
1530,23660
2490,4000
1440,11787
3760,8500
1720,6975
2480,16360
3990,5267
840,3340
2270,11989
2580,5476
1580,6620
950,7954
3190,5040
3740,136915
2620,4743
2080,75794
1660,3729
1520,11085
1140,27760
3240,8016
2460,41343
1750,5080
2430,5000
1060,9946
2410,7479
720,8040
1260,9346
1640,12384
1310,9612
2120,6290
3320,478288
1210,9622
2590,12063
2250,7526
4040,20001
1090,6710
1660,15600
1780,81021
3370,5000
4480,5000
2990,16809
2280,19000
2480,5500
2830,8925
920,7569
3250,16684
1240,6417
3230,12100
2500,9583
1390,4482
1940,6654
1900,8002
2380,14500
1480,3876
3460,6738
1444,249126
1930,3031
1200,2171
1769,7324
2490,4540
3060,3898
3030,6625
2370,5353
1370,913
1500,11968
1715,6819
1110,3200
2400,8050
1520,213444
3190,10970
2400,5300
1060,7473
1220,15600
2020,8424
2300,7700
2300,37533
1660,1545
3900,9750
1650,12349
2110,35091
1960,6380
2770,63118
2440,7350
1320,8380
2570,4865
940,5040
700,4800
1400,45738
1890,7867
720,11400
2410,8944
1630,7950
2330,14322
1330,10838
3190,11597
1400,6300
970,9583
1010,9600
3580,54450
1050,2570
2500,7200
2630,4896
6640,53330
910,8789
2610,35000
1720,6194
3650,13297
2040,22693
3260,24300
1590,8911
1440,7100
900,3400
3120,4240
1060,1536
3000,9793
2230,5348
1890,5000
4150,16197
1780,10409
2710,6583
4390,13833
1640,4080
1670,4800
2570,10431
1500,3420
2710,19000
2860,48351
840,40642
2990,8913
1170,6757
1200,6240
1020,8100
910,8155
700,2500
2420,37800
1950,8712
3060,6000
1390,18000
1200,1687
2440,4153
2310,3075
2600,64626
1490,1212
2432,9391
3610,8580
2530,10000
2790,5527
1670,4440
1170,1456
1350,942
1110,1773
1100,638
2820,7200
1040,8128
1910,3376
1370,8499
1500,5000
1200,9087
1050,2542
2670,16777
2190,11500
3130,40918
1700,9100
1700,17355
1360,1275
1610,15005
2130,6222
1800,7650
2950,15540
2120,54014
3500,7048
1440,9220
2120,3360
1780,2067
960,8153
1510,4980
1010,5750
3790,5001
3600,8666
1300,7030
2500,4046
2090,10733
2200,14630
2070,15002
1320,7341
1360,60548
930,7623
1760,8584
1410,8100
2570,7859
1300,14197
1580,6300
2960,6031
2330,3497
2070,39446
970,5750
2310,7200
2290,11173
1720,9600
1190,3400
870,5750
1068,1758
2140,10316
3300,165528
4830,8050
2820,6589
2440,9664
1800,3245
1010,8800
3220,4392
5000,26540
1200,24792
1470,4322
2600,4506
2750,128502
1320,9967
3350,4007
2650,2387
1860,10856
960,8855
2010,6300
900,28800
2340,11784
3720,15048
1890,29185
2680,12215
1460,1613
3180,7904
1980,15086
1090,934
2230,5970
3330,9143
1880,3840
2870,5700
2120,9786
2700,6998
3670,7680
1220,1330
4390,11250
3560,5265
3530,8589
2280,5000
4350,7965
3830,221284
2050,13303
3660,39478
3350,46748
1270,3600
3400,3850
1200,8514
2200,11000
1680,11312
3840,8279
950,4500
2280,42077
1970,6600
1620,9310
2600,7200
1250,3825
2130,5080
2550,8976
1150,6000
1040,9000
3340,10422
2630,9420
1640,3896
770,7906
4350,112750
1700,5846
2050,9580
1660,5128
1990,9594
7050,42840
1770,7000
2440,47916
2620,51354
2440,11005
1080,7775
1090,10710
1400,13775
2010,7200
1640,12855
3290,5029
2510,14878
860,6050
2840,12866
1750,7020
1300,19163
3890,7216
1460,941
1410,3376
3770,10900
1190,4072
1410,6413
2500,4080
800,2280
2530,13446
2570,28500
2090,9620
2980,7781
1170,8239
2080,5100
3350,4000
1050,1029
900,13531
1050,5000
3740,32481
1430,4096
1400,9546
1600,45613
2880,9750
3140,5445
820,4320
5190,12637
2180,10140
910,2002
1580,8475
2130,6325
4570,16015
1240,11172
1860,6000
370,1801
3130,12087
2530,35150
3970,9778
1920,9680
2970,12750
2300,6087
1830,9601
1550,5053
4080,10666
1710,21485
2375,4094
2200,9778
3530,17450
1110,9012
1630,2566
2550,5055
2500,8866
2890,6885
1420,5000
4270,5800
2390,1984
2530,5048
2701,4500
3990,6637
2303,3826
1540,965
1450,1053
1160,1458
2910,6334
3770,8501
2900,10300
1540,3000
700,3000
3280,10302
2430,8960
1900,7984
1660,15050
1620,7992
2090,10800
1110,7231
3760,9792
2080,12134
1950,5950
2570,13054
2330,12141
3700,10375
1920,7738
1900,3960
1440,13296
2940,48788
2500,3080
2490,23891
1470,10052
2120,4558
1200,24805
2450,6994
1780,6000
1590,6700
2370,76665
1760,4000
1940,8170
3550,12327
2050,5787
1680,3179
1320,1800
1550,5511
2680,8625
2390,34041
2040,7260
2670,6517
1880,3720
2400,7700
2270,11472
1850,5444
2160,5005
2160,12960
1570,3600
1340,7200
3002,6042
2190,9072
2610,21600
1010,11919
2105,6093
2430,4748
4040,18916
2160,7737
900,9260
1820,1641
2100,13468
1520,7199
1310,7128
2190,9880
2950,5500
1870,7800
4660,5500
1840,9900
3180,9400
1500,4000
1730,7416
1580,7424
1540,1870
3390,3979
830,1858
2620,6178
2242,4500
2890,7798
1450,4050
800,2119
2280,2502
3850,62726
2270,6300
2250,5692
2600,11325
2490,9525
3160,8281
4930,25714
1440,11250
1770,8868
2300,6448
2980,16263
2230,7200
1830,7969
1740,10875
1530,6743
1520,9041
3230,5000
3620,4000
5070,60123
1570,8750
2080,7200
2230,8624
3420,18129
2790,6695
3150,4203
3930,10929
2190,4900
1890,6962
1900,76877
1930,3521
3316,11447
1380,4500
2080,2250
1240,5000
1020,8610
2360,4800
2780,33503
2300,13418
2020,4350
1840,10453
1390,4814
2060,11385
2640,35070
1980,10115
1810,5080
1700,9000
1200,6000
2980,3600
1350,1252
2360,10000
1190,6200
4110,43560
2800,10786
920,1598
1530,8000
860,5040
1520,3593
660,5240
3580,8921
3000,13899
2740,9629
2040,5523
2520,54160
2470,8800
1930,1348
2950,10254
2610,6405
1630,1526
1400,1022
1410,1005
4370,10860
5010,19412
2590,6160
1300,7200
2320,7609
2700,4275
2920,6513
3130,5700
1470,4950
1540,1326
3160,4620
1480,7700
3595,5639
1190,4440
2340,217014
1320,2500
1190,27007
2350,18600
1100,8560
1660,4704
3040,36246
1860,4777
4100,241322
4050,36171
1240,2500
2200,10800
1680,9090
930,5160
1800,22000
3000,8401
1820,12686
1995,7102
3990,9786
800,5192
960,9563
2286,8269
2220,11646
1940,7500
1640,7222
1120,10576
2600,4800
1490,4800
1650,3000
2400,6137
1500,6685
1990,12793
1130,746
2030,11070
1590,7920
1480,8394
2690,18653
3870,46609
1390,6000
1830,1850
1580,5750
2590,15229
2510,8050
1180,7300
1450,19206
3110,6765
2860,68519
2760,8476
2800,17788
1450,3748
2530,5650
1640,2808
2220,17568
2040,10086
1230,6000
1060,7700
1920,9625
1520,4170
3770,4103
3540,38322
5430,108900
2250,7904
2090,5195
1720,3012
1910,2091
1601,2491
1060,1209
2330,3920
2370,4200
1420,1237
2360,4000
1260,1575
3030,9053
1140,1201
2820,9375
1270,1372
3180,12600
2790,13791
2570,9503
1080,2674
3010,7221
2120,14915
1900,46609
2860,43821
910,10575
2850,37522
2560,2500
1570,16817
3110,108464
4740,126759
1340,13750
2600,6390
1070,8030
1820,9670
1060,3040
2220,4060
1350,8700
2510,9180
2340,13713
1060,7920
2200,8065
1400,8100
1520,7123
1810,3000
2360,11340
1210,1032
3420,25150
1810,4592
2760,10160
1950,9800
3830,48743
2060,7283
1650,6400
2100,11942
3720,57499
1920,8562
1860,217800
2290,3507
1200,9085
5270,53428
1600,2788
2560,4020
880,4000
1020,7920
960,9380
1900,7200
1320,6000
2230,9640
1150,7314
3440,6000
1070,8179
2250,3433
1910,10300
1180,16552
1400,7360
3580,9316
3176,13391
1170,1890
1570,4665
1460,15000
1140,10400
1150,9812
3180,31931
2630,6185
1940,5980
850,8050
1550,6039
2090,15000
3960,6654
1320,5000
3220,35400
800,7260
1660,9673
2250,11370
2120,13090
2310,4020
1920,7700
1550,9720
1785,779
1830,9848
3500,5040
2560,14680
1360,4840
6500,14986
3150,5500
810,4080
7320,217800
2790,17476
1920,3408
2530,14178
3490,8343
4710,11000
2050,16313
2410,8400
1180,8240
630,4200
3480,7800
1010,7683
1910,3481
2490,3582
2150,3143
3000,5470
2830,3496
2680,5539
1090,2686
1984,32400
3090,5859
2610,5140
3370,3634
2250,3916
1450,1387
3130,10849
2700,8572
1970,5400
1970,4166
1950,15954
1940,9887
3550,11000
2500,7394
2910,18700
3350,35298
2140,40098
4030,13474
1980,6660
1460,9908
1880,8800
2320,10900
2220,8227
1410,7200
1240,3500
2030,8426
4000,6015
490,38500
1590,3411
2630,5827
1350,4614
990,4440
3710,7984
990,8062
2510,4543
800,6500
1600,10183
3320,11340
1730,9230
2000,3988
2910,6308
1710,10440
1200,7800
2600,5100
1460,7926
4260,9800
2100,4480
4230,6420
1660,6250
1450,7200
1860,5040
2720,10006
2920,5500
1800,12196
1320,8830
1770,29004
2550,7725
2150,9000
3020,7465
960,27442
2783,11177
2250,14274
1710,8767
2650,9380
1830,1804
1460,3044
1760,6875
1960,6058
2010,7688
3670,9958
2290,9772
1780,5720
3080,35430
3360,15091
1370,6780
1660,8063
4440,10660
2850,209523
1530,2913
2100,8400
730,1942
1920,8223
1600,7324
2380,17199
2760,17377
1840,11367
2580,5750
2100,4750
1820,5015
4830,18707
1550,4980
1440,3600
930,6380
3560,12047
840,11600
4280,47179
1500,10018
3650,38546
780,3910
1600,5500
1120,8250
1010,9219
1970,37026
2230,4372
4290,20445
3160,76230
1850,5100
1980,8755
3360,9767
2660,192099
1200,7280
2150,5760
2820,5348
3510,9400
1790,3078
2700,6000
5780,17004
3730,4560
2540,5001
3300,8365
5430,10327
2550,5200
1390,1484
1270,1413
2380,5000
3360,22111
6070,171626
1240,57000
2930,14057
2410,102366
2980,5000
1950,2719
2600,36583
1170,8147
1470,6500
1840,5419
1560,7500
1520,7700
2220,4000
2800,9538
670,6300
1720,7885
2110,4038
1580,9187
2640,3680
2700,6515
2820,8159
3340,8930
1530,6000
3840,85728
2320,10960
2310,13430
1770,1235
3160,66646
1620,6630
1510,4235
960,8106
1740,8449
1470,8395
2460,4200
1170,8182
1210,7507
1870,7942
1950,5689
2570,5250
1460,10311
2970,23100
2040,21781
3240,6551
3150,67518
1820,8008
2130,35752
1430,8000
2030,6970
2000,5827
1940,6206
880,6780
950,9400
1670,1596
2670,10496
2700,1438
590,833
2160,8119
2700,8810
3206,5793
1560,9788
1400,6956
3090,6744
2630,16475
2190,11394
2100,9200
1120,5427
3260,19542
1180,7793
780,16344
2200,9397
1340,306848
1490,10125
2800,5900
2600,5390
3200,9200
3480,36615
3020,4082
1970,11088
1500,7112
3680,18804
1570,7200
2280,2289
1600,3573
1680,1570
1890,13860
520,22334
1780,191228
2920,33976
2430,73151
3010,1842
1620,30736
2200,188200
2950,78843
2170,10500
1770,17208
1830,8209
2380,7066
2550,10000
3720,11610
4630,6324
4430,9000
1490,1709
5030,11023
2180,22870
1590,131551
1510,7066
4210,10308
1640,9972
1840,1562
1040,5000
1250,4800
3690,12353
1530,7200
2110,3750
2150,4333
5340,10655
2420,7672
5010,34460
910,9612
2200,5000
3430,64441
1860,6687
3300,4545
1280,10716
1490,7770
2880,11965
1310,5200
1980,7403
2000,7900
1860,7440
1990,6180
1720,8300
1370,78408
4060,35621
1960,9898
1720,9600
2740,12899
1360,13372
1870,5449
720,4222
2180,7741
1430,8960
780,6685
1180,5002
1300,3731
4260,18000
2050,11900
2930,19876
1500,4120
5960,13703
810,4800
2320,4344
1090,5000
1000,4776
2260,19821
1290,5000
2120,7560
1490,4522
2310,5100
720,6000
1840,3035
2910,36250
3270,12880
3040,10257
1200,9936
2740,5616
2290,5350
2580,6000
1590,27200
1040,6860
1300,6710
2090,4698
2670,3800
1540,115434
3370,12447
1730,11325
1640,29970
2980,8051
1330,8100
2192,12128
2068,7242
1980,6250
1710,1664
890,4590
4280,9583
3080,12476
2070,7500
3010,7215
2030,9300
4060,19290
2340,16500
2340,5957
1470,7137
3700,21755
1200,7200
2910,53898
1910,7200
2880,13500
3240,6863
1590,8219
3690,11928
2480,5137
2683,40386
1100,8281
2080,3500
2210,10119
2420,4000
1240,1666
2300,3060
1760,12874
2020,8555
2500,5801
760,5500
1580,5340
2670,10481
1140,8366
3870,8225
2750,18029
1570,7000
1160,22470
2110,7665
1270,2509
3250,4500
940,9839
2310,68824
1130,12519
3020,13783
3210,14910
2650,40705
1150,8079
3910,19023
3490,5000
3330,19126
1940,5753
1800,2700
1880,11249
2870,6280
1960,11600
1810,7500
1490,6770
5230,17826
3390,9760
880,6413
2550,21675
3160,13194
4550,18641
3831,13800
1240,3000
2520,14021
2420,10200
1250,7400
1310,7300
1410,8053
990,9798
1000,8512
2000,7560
1120,5650
3370,7947
2210,4000
2640,6895
1150,887
2150,27540
4230,31747
1570,15330
1630,7700
2770,10274
1750,7800
1090,8160
930,7740
2100,4857
2540,38677
810,8424
1520,8040
690,1950
2370,3672
3500,8750
840,3400
1830,8734
1370,1524
2520,16100
2130,4920
2590,8483
1820,20011
1530,3210
4080,18362
1050,6600
1954,4805
1530,3503
1660,4800
3830,4800
1490,1036
1520,9030
8020,21738
2470,7410
870,4600
2110,12653
1990,4000
1560,7552
1740,4200
1290,4650
1700,8640
1880,10032
1890,3330
1620,1075
770,8149
2890,18226
1040,8892
2620,8331
1880,5752
2530,8169
2538,4600
1610,7223
1510,6360
1460,7573
3010,7014
2090,6630
1490,8102
